"Stage","Session Number","Session Heading (Topic)","Slide Number","Slide Title","Slide Bullet Point","SVG Image Making Plan"
"Stage 3: Networking Fundamentals & Infrastructure","12","IP Addressing & Subnetting","1","Introduction to IP Addressing & Subnetting","Learn the basic role of networks in security.","Network map showing router, switch, cameras, and PC connections."
"","","","","","Understand the difference between local and internet networks.",""
"","","","","","See how network switches connect multiple devices.",""
"","12","IP Addressing & Subnetting","2","IP Addresses Made Easy","An IP address is like a phone number for devices.","IP address block showing Network ID and Host ID divisions."
"","","","","","Learn the difference between static and dynamic IPs.",""
"","","","","","Understand subnet masks in simple terms.",""
"","12","IP Addressing & Subnetting","3","Connecting to Routers & Switches","Learn where to plug cables on routers and switches.","Hardware back panel layout showing WAN and LAN port highlights."
"","","","","","Identify the WAN port for internet and LAN for devices.",""
"","","","","","Configure basic router settings on a web browser.",""
"","12","IP Addressing & Subnetting","4","PoE (Power over Ethernet)","Send power and data over a single network cable.","PoE path diagram showing power injector sending power over Cat6 pins."
"","","","","","Size power budgets for multiple IP cameras.",""
"","","","","","Use PoE switches to simplify installation.",""
"","12","IP Addressing & Subnetting","5","VLAN Network Separation","Separate camera traffic from office computer networks.","Switch dividing ports into isolated color-coded VLAN groups."
"","","","","","Improve network speed by stopping broadcast storms.",""
"","","","","","Secure sensitive devices by blocking access.",""
"","12","IP Addressing & Subnetting","6","Fiber Optic Basics","Use glass fiber cables for very long distances.","Media converter diagram showing fiber input and RJ45 output."
"","","","","","Understand single-mode and multi-mode options.",""
"","","","","","Convert fiber signals back to copper Ethernet cables.",""
"","12","IP Addressing & Subnetting","7","Ethernet Cable Crimping","Learn the wire color orders for T568B standard.","RJ45 wire map showing color stripes matching pin numbers."
"","","","","","Strip and insert wires into RJ45 connectors.",""
"","","","","","Crimp and test the cables using a budget tester.",""
"","12","IP Addressing & Subnetting","8","Common Network Issues","Fix IP conflict errors when two devices have the same IP.","Conflict warning card showing duplicate IPs on a switch path."
"","","","","","Identify loop faults caused by wrong cable patches.",""
"","","","","","Resolve slow network speeds by checking port speeds.",""
"","12","IP Addressing & Subnetting","9","Diagnostics: Ping Command","Use ping to check if a device is connected.","Terminal interface simulation showing ping replies and request timeouts."
"","","","","","Read response times to identify slow network paths.",""
"","","","","","Troubleshoot connection drops using continuous ping.",""
"","12","IP Addressing & Subnetting","10","Hands-On Lab Activity","Crimp a network cable and test it.","Lab workbench diagram showing cable, crimping tool, and tester."
"","","","","","Configure dynamic and static IPs on a camera.",""
"","","","","","Set up a PoE switch to power your devices.",""
"","13","Router & Switch Configuration","1","Introduction to Router & Switch Configuration","Learn the basic role of networks in security.","Network map showing router, switch, cameras, and PC connections."
"","","","","","Understand the difference between local and internet networks.",""
"","","","","","See how network switches connect multiple devices.",""
"","13","Router & Switch Configuration","2","IP Addresses Made Easy","An IP address is like a phone number for devices.","IP address block showing Network ID and Host ID divisions."
"","","","","","Learn the difference between static and dynamic IPs.",""
"","","","","","Understand subnet masks in simple terms.",""
"","13","Router & Switch Configuration","3","Connecting to Routers & Switches","Learn where to plug cables on routers and switches.","Hardware back panel layout showing WAN and LAN port highlights."
"","","","","","Identify the WAN port for internet and LAN for devices.",""
"","","","","","Configure basic router settings on a web browser.",""
"","13","Router & Switch Configuration","4","PoE (Power over Ethernet)","Send power and data over a single network cable.","PoE path diagram showing power injector sending power over Cat6 pins."
"","","","","","Size power budgets for multiple IP cameras.",""
"","","","","","Use PoE switches to simplify installation.",""
"","13","Router & Switch Configuration","5","VLAN Network Separation","Separate camera traffic from office computer networks.","Switch dividing ports into isolated color-coded VLAN groups."
"","","","","","Improve network speed by stopping broadcast storms.",""
"","","","","","Secure sensitive devices by blocking access.",""
"","13","Router & Switch Configuration","6","Fiber Optic Basics","Use glass fiber cables for very long distances.","Media converter diagram showing fiber input and RJ45 output."
"","","","","","Understand single-mode and multi-mode options.",""
"","","","","","Convert fiber signals back to copper Ethernet cables.",""
"","13","Router & Switch Configuration","7","Ethernet Cable Crimping","Learn the wire color orders for T568B standard.","RJ45 wire map showing color stripes matching pin numbers."
"","","","","","Strip and insert wires into RJ45 connectors.",""
"","","","","","Crimp and test the cables using a budget tester.",""
"","13","Router & Switch Configuration","8","Common Network Issues","Fix IP conflict errors when two devices have the same IP.","Conflict warning card showing duplicate IPs on a switch path."
"","","","","","Identify loop faults caused by wrong cable patches.",""
"","","","","","Resolve slow network speeds by checking port speeds.",""
"","13","Router & Switch Configuration","9","Diagnostics: Ping Command","Use ping to check if a device is connected.","Terminal interface simulation showing ping replies and request timeouts."
"","","","","","Read response times to identify slow network paths.",""
"","","","","","Troubleshoot connection drops using continuous ping.",""
"","13","Router & Switch Configuration","10","Hands-On Lab Activity","Crimp a network cable and test it.","Lab workbench diagram showing cable, crimping tool, and tester."
